id,username,song_title,total_stream_time,country,last_stream_date,last_device_used
1685,sgares,ASAP,30350,Qatar,2024-02-15,Mobile
1686,Thekine,Ditto,21068,Saudi Arabia,2024-01-08,Desktop
1687,buckefps,New Jeans,24286,USA,2024-07-12,Desktop
1688,SevenS1ns,New Jeans,11193,China,2024-11-22,Desktop
1689,Titus_Clan,Cookie,34059,South Korea,2024-11-12,Desktop
1690,Khalamity,ASAP,17582,Kenya,2024-12-28,Smart TV
1691,Jeathebelle,Attention,19947,Argentina,2024-10-13,Desktop
1692,beb8p,Super Shy,28104,Ukraine,2024-08-22,Desktop
1693,GP_,ASAP,29946,Egypt,2024-11-11,Smart TV
1694,12udolf_,Hype Boy,21493,New Zealand,2024-03-23,Mobile
1695,Passatigy,ASAP,17400,Netherlands,2024-02-10,Tablet
1696,F1rstlady33,Ditto,41079,Philippines,2024-07-06,Tablet
1697,Kiryache32,ETA,29406,Vietnam,2024-08-23,Mobile
1698,YasserM55,Super Shy,37283,Bangladesh,2024-09-21,Mobile
1699,JadeyAnh,OMG,31736,Algeria,2024-07-19,Tablet
1700,TobyontheTele,New Jeans,16502,Austria,2024-10-28,Tablet
1701,McconnellRet,Attention,10681,Philippines,2024-03-25,Mobile
1702,THISKK,Ditto,18499,UAE,2024-06-06,Desktop
1703,majkibets,ETA,39124,Sweden,2024-03-26,Tablet
1704,GoddessAlfa,Hype Boy,25931,Saudi Arabia,2024-05-19,Mobile
1705,rangerlol1,Cool With You,40731,Indonesia,2024-01-27,Tablet
1706,1ST3NM1,OMG,15400,Turkey,2024-09-19,Tablet
1707,Toon,Hype Boy,31808,Israel,2024-04-24,Mobile
1708,ThePagYYY,Hype Boy,19112,France,2024-05-13,Smart TV
1709,pokanoname,ASAP,41526,Peru,2024-11-03,Smart TV
1710,papashkaiz4atika,Cool With You,33467,Spain,2024-09-24,Desktop
1711,ODPixel,Hype Boy,19067,Germany,2024-01-01,Desktop
1712,GirlfriendReviews,Attention,40757,Italy,2024-10-05,Smart TV
1713,BenS_MTG,Hype Boy,21972,Bangladesh,2024-10-17,Smart TV
1714,forg1,Super Shy,36400,Sri Lanka,2024-08-06,Tablet
1715,brodie,Hype Boy,38183,Pakistan,2024-03-08,Mobile
1716,Funzinnu,ASAP,17186,Brazil,2024-12-02,Tablet
1717,DeMusliM,Cool With You,29034,Colombia,2024-12-25,Desktop
1718,SchviftyFive,ETA,19810,Kuwait,2024-09-22,Tablet
1719,JLFranklin_,Attention,23909,Belgium,2024-10-11,Tablet
1720,triosk,Cool With You,31133,Bangladesh,2024-04-18,Mobile
1721,Thorlar,Super Shy,24695,Australia,2024-06-07,Tablet
1722,Fettmasta,ASAP,34929,China,2024-08-22,Desktop
1723,jeemzz,New Jeans,28269,Chile,2024-09-21,Tablet
1724,Vale,ASAP,35254,Nigeria,2024-12-25,Desktop
1725,adreplaysdirect,Attention,18358,Spain,2024-06-11,Tablet
1726,Djoko,Super Shy,15714,Venezuela,2024-05-24,Smart TV
1727,Sl1pg8r,Super Shy,33349,Denmark,2024-06-05,Smart TV
1728,havoc616,Super Shy,38177,Hungary,2024-04-23,Desktop
1729,TheCompletionist,Cool With You,15552,Portugal,2024-01-11,Desktop
1730,GUACAMOLEMOLLY,New Jeans,23216,Mexico,2024-12-17,Tablet
1731,S00Dl,ETA,26410,China,2024-07-21,Desktop
1732,Psicotico_lolo,ETA,25094,Algeria,2024-01-21,Desktop
1733,PersiArmyCF,ASAP,31756,Portugal,2024-06-22,Mobile
1734,macke,Cool With You,42213,Qatar,2024-12-25,Smart TV
1735,Dye_,Hype Boy,31038,New Zealand,2024-12-26,Smart TV
1736,Slyfoxhound,New Jeans,21220,Nigeria,2024-02-17,Mobile
1737,FairyPeak,ETA,36439,Portugal,2024-09-18,Mobile
1738,Syun_N,Super Shy,21574,Italy,2024-05-14,Desktop
1739,ForestWithin,Attention,12670,Argentina,2024-12-18,Mobile
1740,Wrugb,ASAP,34816,Spain,2024-04-12,Desktop
1741,LucyL3in,Hype Boy,36486,USA,2024-01-25,Desktop
1742,Notser,ETA,38906,Greece,2024-08-27,Mobile
1743,Quill18,Attention,38390,Switzerland,2024-11-01,Smart TV
1744,VADIKUS007,ASAP,28610,Qatar,2024-02-06,Desktop
1745,rellowtf2,ASAP,24643,Spain,2024-07-27,Mobile
1746,Ettnix,Cool With You,13031,Thailand,2024-04-12,Smart TV
1747,linsonplays,Attention,33531,Peru,2024-04-07,Tablet
1748,yuuechka,Ditto,33573,Brazil,2024-07-05,Mobile
1749,TTTClash,Super Shy,34307,Japan,2024-04-21,Tablet
1750,theMYSTIC7hwd,ETA,37453,Israel,2024-02-16,Desktop
1751,Draynilla,New Jeans,37764,Kuwait,2024-04-16,Mobile
1752,Mohr,ASAP,23663,Colombia,2024-08-16,Tablet
1753,Send0o,OMG,33971,Bangladesh,2024-01-10,Desktop
1754,chairhandler,OMG,31124,UAE,2024-02-13,Smart TV
1755,Fyrexxx,Cookie,40770,Norway,2024-08-09,Desktop
1756,Dheylo,Cool With You,39573,Thailand,2024-10-10,Desktop
1757,sfoutsidelands,ASAP,28831,Sri Lanka,2024-03-17,Tablet
1758,Zapahzamazki,New Jeans,11899,Peru,2024-03-06,Desktop
1759,radetheking98,Ditto,30060,Argentina,2024-07-02,Mobile
1760,abokyan,ETA,32176,Qatar,2024-01-25,Desktop
1761,raysfire,Ditto,10507,Algeria,2024-07-10,Tablet
1762,NanitoDCR,ETA,10508,Venezuela,2024-12-22,Desktop
1763,Octopimp,ASAP,16079,Kuwait,2024-04-02,Desktop
1764,H1ghSky1,Attention,24285,Poland,2024-10-10,Tablet
1765,chrismelberger,ETA,26485,Switzerland,2024-02-16,Smart TV
1766,Voltariux,Super Shy,38204,Belgium,2024-12-11,Desktop
1767,usedpizza,Cool With You,14772,Colombia,2024-04-05,Mobile
1768,zoasty,Attention,30550,Morocco,2024-04-21,Tablet
1769,fifenzo_,Ditto,31397,Colombia,2024-01-17,Tablet
1770,AlliedEsports,Cookie,23190,UK,2024-07-11,Smart TV
1771,Buli,Cookie,35810,Bangladesh,2024-09-16,Tablet
1772,nooneboss,Super Shy,20134,India,2024-01-25,Desktop
1773,DoktorFroid,ETA,21911,Sri Lanka,2024-11-02,Tablet
1774,CRIPER132,Super Shy,31938,UK,2024-05-18,Desktop
1775,dakieksde,Cool With You,36789,Thailand,2024-01-06,Mobile
1776,wickd,ETA,31420,Ukraine,2024-12-19,Smart TV
1777,DMGPOLAND,Attention,27220,Mexico,2024-02-05,Tablet
1778,Crankplays,OMG,25968,Canada,2024-05-15,Smart TV
1779,LuckyGhost,ASAP,10176,Greece,2024-10-10,Mobile
1780,esbfifa2,Ditto,34401,Greece,2024-04-08,Desktop
1781,Fereg,Attention,37208,Russia,2024-12-06,Tablet
1782,Leonblack,New Jeans,33037,Venezuela,2024-05-19,Tablet
1783,KatContii,ASAP,39719,Mexico,2024-08-04,Tablet
1784,velave,New Jeans,28880,France,2024-01-18,Desktop
1785,mrgambleslots,Ditto,16698,UAE,2024-07-14,Mobile
1786,TheRSGuy,Super Shy,15553,Mexico,2024-08-26,Smart TV
1787,Raupling,New Jeans,41244,Spain,2024-11-12,Desktop
1788,UnRooolie,Hype Boy,25904,Brazil,2024-11-20,Smart TV
1789,sasi,New Jeans,23073,Kazakhstan,2024-10-26,Tablet
1790,Grizz,New Jeans,25018,Norway,2024-03-28,Smart TV
1791,Wismichu,New Jeans,35285,Norway,2024-05-02,Desktop
1792,BRONZAFAMILY,New Jeans,10403,Austria,2024-04-10,Tablet
1793,Thailand,Attention,11615,Morocco,2024-08-07,Smart TV
1794,waveafterwave2ndlife,OMG,37942,Poland,2024-01-05,Mobile
1795,ofmanny,Hype Boy,21869,Colombia,2024-05-11,Mobile
1796,Pantoufl,Attention,19022,France,2024-10-13,Desktop
1797,jackfu,Hype Boy,42640,Turkey,2024-02-13,Smart TV
1798,vremonets,New Jeans,36886,Canada,2024-02-08,Smart TV
1799,XernobylL,Cool With You,17245,Vietnam,2024-06-06,Desktop
1800,JohnWolfe,ETA,12144,Finland,2024-10-08,Desktop
1801,Cappycap,ETA,13272,Hungary,2024-09-17,Smart TV
1802,beaver,Hype Boy,29108,Egypt,2024-11-12,Smart TV
1803,NicroVeda,Ditto,22651,Sweden,2024-11-16,Smart TV
1804,SINXPLAYSBR,Super Shy,37934,Mexico,2024-04-19,Desktop
1805,Dave73,Ditto,22355,Nepal,2024-08-18,Desktop
1806,BROBQ,Hype Boy,20916,Uzbekistan,2024-01-10,Desktop
1807,PeroniaxDeluxe,New Jeans,41437,Bangladesh,2024-02-26,Mobile
1808,FlyGunCZ,Cool With You,28464,Portugal,2024-01-15,Tablet
1809,Sanman67,Ditto,25523,Romania,2024-12-04,Desktop
1810,Ultia,Ditto,20697,Peru,2024-02-03,Mobile
1811,NickiTaylor,Ditto,32377,Argentina,2024-08-27,Smart TV
1812,turk,OMG,41726,South Africa,2024-12-11,Mobile
1813,SuddenlyYuffie,Super Shy,16037,Denmark,2024-05-22,Tablet
1814,HBomb94,ASAP,37750,Germany,2024-08-08,Tablet
1815,POLADERUC,Cookie,27134,Netherlands,2024-05-17,Smart TV
1816,ElSonyerOk,Ditto,38217,Pakistan,2024-04-06,Tablet
1817,BlackbeatsBar,Super Shy,19874,Hungary,2024-06-26,Smart TV
1818,BadBunny,Super Shy,13168,Saudi Arabia,2024-09-05,Tablet
1819,Formula1,ASAP,29214,Algeria,2024-05-09,Mobile
1820,muchapt,Cool With You,26377,France,2024-01-06,Desktop
1821,Bungo21,Cool With You,20630,Italy,2024-03-04,Smart TV
1822,patcutez,Ditto,29872,Czech Republic,2024-01-11,Mobile
1823,Mattypocket,ASAP,12176,Qatar,2024-07-04,Desktop
1824,BitFroga,OMG,21376,South Africa,2024-01-18,Mobile
1825,RobleisJAJA,ETA,21251,South Korea,2024-03-14,Tablet
1826,zacknani,Cookie,41139,Brazil,2024-04-26,Smart TV
1827,BurcAy,Cool With You,29005,Spain,2024-06-13,Smart TV
1828,grilther,Cool With You,31755,Philippines,2024-02-06,Mobile
1829,Prinsipe,Ditto,16444,Portugal,2024-12-26,Smart TV
1830,Necros,Attention,34146,Finland,2024-07-22,Smart TV
1831,PTERODACTYLSFTW,Super Shy,30769,Israel,2024-08-12,Mobile
1832,iyouxin,OMG,23372,Argentina,2024-09-28,Mobile
1833,Gammalunatic,Attention,11430,Colombia,2024-10-11,Mobile
1834,KenHarusame,ETA,13523,Israel,2024-01-15,Smart TV
1835,dnd,Hype Boy,24964,Nepal,2024-04-10,Smart TV
1836,kevinmartin,OMG,18287,Ukraine,2024-10-05,Tablet
1837,PUVLOO,Cookie,29213,Chile,2024-04-08,Tablet
1838,Subroza,Super Shy,36082,Nepal,2024-11-01,Tablet
1839,RealShelfy,OMG,23315,Chile,2024-02-05,Mobile
1840,skinnedteen,New Jeans,30300,Indonesia,2024-03-23,Smart TV
1841,Takadoto,ASAP,29174,France,2024-09-16,Smart TV
1842,IrokeZzina,OMG,22229,Algeria,2024-11-12,Desktop
1843,DoRick,ETA,12544,Switzerland,2024-11-11,Smart TV
1844,Upshall,Super Shy,16498,Portugal,2024-06-21,Tablet
1845,xcudi,ETA,10509,Denmark,2024-05-19,Smart TV
1846,Shad3less,Super Shy,33271,Peru,2024-03-26,Tablet
1847,ashlizzlle,ASAP,33940,Pakistan,2024-05-17,Desktop
1848,Winamax,Ditto,30373,South Korea,2024-10-26,Smart TV
1849,Rainbow6RU,OMG,38079,Germany,2024-07-15,Mobile
1850,MemGuys,Super Shy,20698,Pakistan,2024-05-18,Tablet
1851,revolta,Super Shy,33846,Turkey,2024-05-06,Desktop
1852,idyiom,Cool With You,18462,Morocco,2024-12-16,Smart TV
1853,CastleSuperBeast,Cookie,35599,Algeria,2024-11-25,Smart TV
1854,Bastet,Cool With You,24889,Norway,2024-10-08,Mobile
1855,jaycgee,New Jeans,14166,Qatar,2024-03-28,Desktop
1856,Ninjayla,ASAP,35893,UAE,2024-09-09,Smart TV
1857,RazZzero0o,Attention,11089,Finland,2024-01-15,Mobile
1858,Crioxs,ETA,31103,Italy,2024-01-19,Smart TV
1859,Glidey,OMG,24029,South Africa,2024-02-14,Mobile
1860,SteelBree,Attention,33271,Norway,2024-05-22,Desktop
1861,7ssk7,New Jeans,15659,Chile,2024-01-12,Mobile
1862,Vector,Attention,29906,Saudi Arabia,2024-10-12,Smart TV
1863,TrymacsKaktusKoenig,Cookie,35031,Argentina,2024-08-28,Desktop
1864,aSmoogl,New Jeans,36898,Argentina,2024-08-17,Desktop
1865,mc_ru3,Cool With You,37985,Canada,2024-08-06,Smart TV
1866,LazyR1co,ASAP,21734,South Africa,2024-02-18,Tablet
1867,Dread,ASAP,11418,Hungary,2024-07-01,Smart TV
1868,cheese,OMG,27168,Denmark,2024-01-24,Smart TV
1869,xXPsYkO17Xx,Ditto,15373,Japan,2024-06-17,Desktop
1870,Jewanderz,Hype Boy,27508,Saudi Arabia,2024-08-22,Desktop
1871,carranco,Hype Boy,21146,Romania,2024-03-18,Mobile
1872,JuanJuegaJuegos,Hype Boy,35690,Denmark,2024-11-01,Tablet
1873,TheAlvaro845,Attention,32142,South Africa,2024-11-16,Smart TV
1874,iNoob,Hype Boy,11267,Philippines,2024-02-25,Desktop
1875,Agony,Attention,21321,Australia,2024-03-26,Mobile
1876,Savix,Attention,11063,Austria,2024-09-11,Tablet
1877,FakeUniforM,Ditto,33954,South Korea,2024-04-20,Mobile
1878,DGR_Dave,Hype Boy,25225,Netherlands,2024-11-20,Tablet
1879,Luizftorres,OMG,22129,Philippines,2024-01-18,Tablet
1880,PmsProxy,New Jeans,38081,Vietnam,2024-10-05,Tablet
1881,Ron_Plays_,Hype Boy,27571,Kazakhstan,2024-10-19,Desktop
1882,DocJazy,Ditto,17573,Finland,2024-09-21,Desktop
1883,KR,OMG,36008,Sweden,2024-10-17,Tablet
1884,RayditzFN,Ditto,13539,Argentina,2024-10-15,Tablet
1885,Weest,Cookie,27517,Nepal,2024-01-07,Tablet
1886,C4mlann,Hype Boy,22201,Germany,2024-08-26,Desktop
1887,ChloeLock,Cookie,27029,Nigeria,2024-01-14,Desktop
1888,ParnstarZilean,Hype Boy,42080,Romania,2024-11-06,Tablet
1889,POKAMOLODOY,Ditto,21276,New Zealand,2024-03-08,Tablet
1890,Catonmarz,OMG,40691,Sri Lanka,2024-07-14,Smart TV
1891,MUITOls,Attention,13329,Malaysia,2024-05-18,Mobile
1892,LinusTheAfro,Cool With You,32849,Egypt,2024-07-14,Mobile
1893,PYROX,ETA,13211,Sri Lanka,2024-11-07,Desktop
1894,David345_,Cookie,40130,Sweden,2024-01-14,Mobile
1895,FatherSon,Hype Boy,32246,Peru,2024-08-04,Mobile
1896,music,Attention,15482,Canada,2024-06-13,Tablet
1897,Slayerage,Cool With You,38568,Argentina,2024-10-22,Smart TV
1898,MisMagpie,New Jeans,33606,Belgium,2024-04-09,Mobile
1899,conragen,OMG,17022,Bangladesh,2024-01-05,Smart TV
1900,Shadybunny,OMG,15867,Saudi Arabia,2024-10-02,Mobile
1901,ArmadaUGS,ASAP,31423,South Korea,2024-11-18,Smart TV
1902,AHugeGorilla,Cookie,29267,Vietnam,2024-05-21,Mobile
1903,FarhadXRay,ASAP,23723,Philippines,2024-05-08,Tablet
1904,TorwaK,Cookie,31719,Nigeria,2024-11-09,Tablet
1905,EsquadraoMAV,Cookie,23486,Argentina,2024-07-14,Mobile
1906,bimdkiofhdh7hn,Ditto,26888,South Korea,2024-07-21,Desktop
1907,tytykiller,ASAP,35400,Colombia,2024-03-12,Smart TV
1908,djrayraytaiwan,Cookie,12670,Australia,2024-08-27,Desktop
1909,Divi,ASAP,27409,Vietnam,2024-04-07,Tablet
1910,DrekzeNN,Ditto,17413,Indonesia,2024-03-12,Mobile
1911,ScrubNoob,ETA,22783,Indonesia,2024-11-15,Mobile
1912,Asmadey,New Jeans,10136,Australia,2024-01-16,Smart TV
1913,gdolphn,Attention,42583,Norway,2024-06-08,Smart TV
1914,GirlOfNox,New Jeans,36042,Netherlands,2024-08-25,Smart TV
1915,chusommontero,New Jeans,30569,Portugal,2024-12-03,Desktop
1916,Synq,Cool With You,14806,Colombia,2024-07-10,Mobile
1917,AzoX360,ETA,37356,Mexico,2024-04-27,Tablet
1918,DiazBiffle,Hype Boy,32784,Japan,2024-02-22,Smart TV
1919,Trikslyr,Hype Boy,29992,Vietnam,2024-10-14,Desktop
1920,Smerf_,Attention,28176,Switzerland,2024-10-12,Smart TV
1921,jubeigaaaa,Cookie,11366,France,2024-08-05,Desktop
1922,Pons,OMG,14835,Sri Lanka,2024-09-24,Tablet
1923,GMBenjaminFinegold,Super Shy,38117,Vietnam,2024-03-16,Mobile
1924,LigaMagic,Hype Boy,34554,Bangladesh,2024-04-12,Desktop
1925,Huzounet,Super Shy,32834,Australia,2024-10-14,Smart TV
1926,nwslofficial,Ditto,40784,Japan,2024-08-18,Smart TV
1927,doorlock,Hype Boy,25670,Thailand,2024-11-13,Tablet
1928,Squallzera,ETA,39899,Switzerland,2024-05-28,Mobile
1929,titan_lover,ETA,25450,Germany,2024-05-08,Desktop
1930,rendyminji,Ditto,21740,New Zealand,2024-04-07,Tablet
1931,Noyaaa,Cool With You,17553,Czech Republic,2024-08-23,Smart TV
1932,JohnFranklyn,Cool With You,10971,Morocco,2024-04-23,Desktop
1933,NoSympathyy,New Jeans,26145,India,2024-07-08,Tablet
1934,GrappLr,Super Shy,12832,Russia,2024-03-12,Desktop
1935,DamDam,Attention,26496,USA,2024-01-15,Smart TV
1936,kycu,Ditto,31915,Bangladesh,2024-06-06,Desktop
1937,Sensation,OMG,38839,Indonesia,2024-01-24,Desktop
1938,Ashek,Cool With You,42714,Peru,2024-02-01,Desktop
1939,WowChakra,Hype Boy,31026,Indonesia,2024-04-13,Mobile
1940,Un33D,ASAP,19397,New Zealand,2024-01-27,Desktop
1941,p0me,Hype Boy,32349,New Zealand,2024-03-21,Smart TV
1942,Nwashi,Attention,19085,Poland,2024-09-07,Desktop
1943,WarfaceMailRu,New Jeans,34864,South Korea,2024-12-21,Mobile
1944,zainita,Attention,13521,Hungary,2024-04-14,Smart TV
1945,imantado,ETA,25472,Indonesia,2024-04-05,Mobile
1946,DonutOperator,Attention,36246,Algeria,2024-10-08,Smart TV
1947,DnDBeyond,Ditto,14748,Turkey,2024-06-03,Mobile
1948,Moxsy,Cookie,42342,Uzbekistan,2024-07-19,Desktop
1949,nowMedia,ASAP,33718,Portugal,2024-06-15,Tablet
1950,mewnfare,Super Shy,35801,Philippines,2024-01-18,Tablet
1951,falsesymmetry,OMG,22802,Poland,2024-03-04,Smart TV
1952,Sura,New Jeans,16249,India,2024-07-24,Mobile
1953,robertpg,ASAP,42579,Argentina,2024-06-23,Desktop
1954,matsuri_hs,Ditto,25350,Turkey,2024-01-14,Mobile
1955,AliasV,Attention,13784,Czech Republic,2024-03-13,Mobile
1956,ManaProd,Hype Boy,14970,UAE,2024-06-26,Mobile
1957,IgorGHK,Hype Boy,26325,Colombia,2024-09-08,Desktop
1958,DuckyTher,Ditto,32571,Netherlands,2024-03-09,Desktop
1959,TurnOff,ASAP,16282,Venezuela,2024-12-04,Mobile
1960,keife_,Ditto,29522,Russia,2024-06-16,Desktop
1961,ChoCky,ETA,15384,Kenya,2024-11-24,Mobile
1962,ZED99_lol,ETA,38395,Vietnam,2024-04-21,Tablet
1963,DerHardi,Cool With You,16503,Sri Lanka,2024-10-19,Tablet
1964,Bieldomaul,OMG,22690,Chile,2024-12-25,Smart TV
1965,AweCoop,ASAP,30967,Sweden,2024-11-28,Desktop
1966,PWNSTARZdotCOM,Attention,22117,Uzbekistan,2024-01-05,Desktop
1967,Kertus,Hype Boy,38261,Poland,2024-10-20,Tablet
1968,Neuro,New Jeans,19658,Canada,2024-06-26,Smart TV
1969,Ahmed_show,Cool With You,15967,Argentina,2024-10-22,Desktop
1970,mmmilagros,Hype Boy,15530,Morocco,2024-05-26,Tablet
1971,loustreams,Cool With You,15313,Qatar,2024-04-02,Desktop
1972,Mittow,OMG,23994,France,2024-11-02,Smart TV
1973,Yozhyk,Hype Boy,21068,Greece,2024-01-07,Smart TV
1974,Shygo,Attention,20686,Canada,2024-07-23,Tablet
1975,yumy,OMG,32919,New Zealand,2024-10-05,Desktop
1976,Nikez,Cool With You,12291,Ukraine,2024-09-01,Desktop
1977,HolaSoySergio1,Cool With You,29721,New Zealand,2024-07-01,Tablet
1978,Spofie,New Jeans,28438,Austria,2024-06-15,Smart TV
1979,Pokemon,ASAP,23189,Japan,2024-08-01,Smart TV
1980,wudijo,Attention,36963,UAE,2024-04-15,Mobile
1981,Thesterge,Ditto,22810,Sweden,2024-12-01,Tablet
1982,chu8,ETA,17546,India,2024-03-28,Desktop
1983,RequiemSlaps,ETA,18181,Denmark,2024-10-11,Desktop
1984,PolySypher,Hype Boy,13227,USA,2024-05-05,Tablet
1985,LUCKYY10P,Cool With You,13109,Malaysia,2024-11-23,Tablet
1986,playshelly,New Jeans,28520,Sri Lanka,2024-01-17,Desktop
1987,carlosxiri,Super Shy,37151,Mexico,2024-08-20,Smart TV
1988,TSM_Reps,New Jeans,28761,Malaysia,2024-05-26,Desktop
1989,Yuli,Hype Boy,37726,USA,2024-02-12,Desktop
1990,Seansstream,Cool With You,23695,Czech Republic,2024-07-05,Smart TV
1991,ProJared,Hype Boy,41809,Qatar,2024-09-22,Tablet
1992,DonFreez,ETA,39471,Peru,2024-10-25,Tablet
1993,robi,ETA,18278,Russia,2024-11-08,Mobile
1994,AgraveiN,ASAP,35729,Germany,2024-05-22,Mobile
1995,Nnoggie,ASAP,29399,Poland,2024-09-13,Mobile
1996,TheEnemyBR,ASAP,35098,Kenya,2024-05-15,Tablet
1997,Dorivall_,ASAP,32065,Poland,2024-11-15,Desktop
1998,Swatzify,ETA,37815,Colombia,2024-04-05,Mobile
1999,AttackTeam,Cool With You,24856,Turkey,2024-05-26,Tablet
2000,Teeqo,Cool With You,16060,Sweden,2024-07-28,Tablet
2001,KristoferYee,Hype Boy,19175,China,2024-08-06,Desktop
2002,SULAIMAN_iAi,Cool With You,32581,Kenya,2024-12-23,Smart TV
2003,elBokeron,ASAP,31588,Austria,2024-11-17,Desktop
2004,YourFriendKyle,OMG,38875,Qatar,2024-03-02,Tablet
2005,rafaao,New Jeans,14440,France,2024-11-13,Mobile
2006,EvilGeniuses,ASAP,20872,Morocco,2024-04-12,Desktop
2007,Rogerbrown,Super Shy,39441,Italy,2024-06-16,Mobile
2008,RockstarCR,ASAP,28098,Czech Republic,2024-11-12,Tablet
2009,Guaxinim,New Jeans,30816,Nigeria,2024-05-03,Desktop
2010,DobbyElfe,Attention,29308,UK,2024-08-27,Smart TV
2011,SANDBOX_GO,Attention,42563,Brazil,2024-04-23,Smart TV
2012,Feelink,OMG,31998,Greece,2024-02-16,Desktop
2013,ZentenLoL,ETA,31234,Israel,2024-05-23,Mobile
2014,HELLSEY_,Attention,35476,Peru,2024-06-14,Smart TV
2015,JonZherka,Cookie,32921,Pakistan,2024-10-02,Smart TV
2016,t1mer_,Super Shy,37099,Portugal,2024-03-02,Tablet
2017,Deisik,Ditto,23407,Spain,2024-08-10,Tablet
2018,AsianJeff,Attention,32667,Portugal,2024-02-18,Desktop
2019,MickiePP,Ditto,42197,Kenya,2024-05-02,Tablet
2020,hassliebe,Attention,16087,Greece,2024-01-21,Mobile
2021,pukistylee,Cool With You,36177,Kuwait,2024-07-23,Mobile
2022,Richterlol,Super Shy,21396,Saudi Arabia,2024-03-23,Smart TV
2023,StrimHATA,New Jeans,31560,India,2024-08-08,Smart TV
2024,Willokhlass,OMG,38059,Kenya,2024-03-15,Mobile
2025,MurderCrumpet,Cool With You,42150,Morocco,2024-11-01,Mobile
2026,DoctorBenjy,ASAP,27386,Canada,2024-09-09,Mobile
2027,aboedmxtest,Ditto,33726,Vietnam,2024-03-04,Smart TV
2028,Goratha,New Jeans,21529,France,2024-09-18,Desktop
2029,S0ldierbr,Attention,11661,Austria,2024-07-18,Tablet
2030,uccstudio,OMG,15509,Uzbekistan,2024-07-25,Desktop
2031,Conducteir77,ASAP,18905,Nepal,2024-06-08,Desktop
2032,Scorpionz,OMG,40783,Nepal,2024-04-22,Smart TV
2033,coxie,OMG,13726,Algeria,2024-12-26,Tablet
2034,RonnieRadke,OMG,13390,Philippines,2024-06-20,Desktop
2035,zedar_yt,ASAP,29111,Poland,2024-07-17,Desktop
2036,Spartiatix,New Jeans,10862,Romania,2024-10-06,Smart TV
2037,Tuberanza,Cool With You,34721,Kazakhstan,2024-03-22,Tablet
2038,TwoSync,Super Shy,11413,Netherlands,2024-08-05,Desktop
2039,AmirPhanThom,OMG,11666,Thailand,2024-12-19,Tablet
2040,JunpeiFrance,Attention,29722,Uzbekistan,2024-05-16,Desktop
2041,Xixo,New Jeans,16899,South Africa,2024-12-07,Smart TV
2042,Jynx,Attention,36946,Norway,2024-06-24,Smart TV
2043,BREEZE_FPS,Attention,19919,Pakistan,2024-07-21,Desktop
2044,Kalle,OMG,16656,Russia,2024-02-06,Smart TV
2045,Jawsh,Ditto,26845,Australia,2024-01-20,Desktop
2046,TsBlackii,Super Shy,35755,Norway,2024-03-14,Tablet
2047,LiNkzr,Cool With You,28654,Russia,2024-09-13,Desktop
2048,Guep,ASAP,36106,Norway,2024-09-24,Smart TV
2049,eVoRoX,Hype Boy,37686,Germany,2024-04-25,Tablet
2050,IFCYipeS,Ditto,33010,France,2024-04-15,Tablet
2051,Bogush,Ditto,17357,Kazakhstan,2024-07-05,Desktop
2052,shoke,ETA,42097,Saudi Arabia,2024-01-24,Smart TV
2053,Fernanfloo,ETA,18134,Indonesia,2024-09-11,Mobile
2054,Rickymainia,New Jeans,23689,Algeria,2024-01-03,Smart TV
2055,eLmaGus,Super Shy,19381,Switzerland,2024-10-12,Mobile
2056,hyoon,OMG,29145,New Zealand,2024-11-27,Tablet
2057,Vdr1984,OMG,13214,Portugal,2024-11-18,Smart TV
2058,Jack,Super Shy,41451,Kenya,2024-01-16,Mobile
2059,Monagua,Ditto,37511,Bangladesh,2024-11-16,Desktop
2060,Spoodah,OMG,23022,Bangladesh,2024-11-27,Tablet
2061,Paluten,ETA,31596,Morocco,2024-09-13,Mobile
2062,poul_maniac,Ditto,24443,Spain,2024-04-03,Mobile
2063,Foch0,Cool With You,39961,Colombia,2024-04-17,Tablet
2064,therealzamp,Attention,20738,Canada,2024-04-01,Smart TV
2065,Miranda,New Jeans,33014,Indonesia,2024-02-18,Tablet
2066,ThefishouGO,Cookie,23772,Vietnam,2024-02-15,Desktop
2067,ThatBronzeGirl,Cookie,42469,Peru,2024-06-03,Tablet
2068,Aphostle,Cookie,27447,Germany,2024-10-02,Mobile
2069,Mobiler365,Cookie,38848,Israel,2024-01-05,Desktop
2070,Pamaj,Cool With You,39532,Thailand,2024-01-01,Mobile
2071,RandomRambo,Hype Boy,33782,Peru,2024-05-26,Tablet
2072,loopooyt,ASAP,37737,Germany,2024-09-11,Mobile
2073,Skite,ETA,35040,Canada,2024-06-22,Smart TV
2074,LegenVD,ASAP,19256,France,2024-07-09,Desktop
2075,Pathra,Attention,34125,Austria,2024-06-24,Smart TV
2076,WTii,New Jeans,38837,Indonesia,2024-07-14,Tablet
2077,BeardedGuys,Attention,12956,South Africa,2024-05-02,Tablet
2078,Cloud_805,Ditto,10399,Canada,2024-09-06,Desktop
2079,TurntheSlayer,Attention,40189,Italy,2024-02-11,Tablet
2080,Morocho,Cool With You,30119,Australia,2024-04-04,Desktop
2081,Frantixx,Cookie,19330,Sri Lanka,2024-01-12,Tablet
2082,Luminosity,Ditto,18887,Nepal,2024-12-25,Mobile
